,work_id,title_cc,author_cc,year,word_count,not_before,not_after,is_earlymodern,title_lem,author_dates,author_lem,author_viaf,author_viaf_id,edition,editor,publisher,pub_place,pub_date,series_title,series_id,source,prelemmatized,notes,author_wd
1595,11578,Antiqua statuta ecclesiae Lugdunensis,Guichardus Lugdunensis ,,22016,,,False,Antiqua statuta ecclesiae Lugdunensis,,Guichardus Lugdunensis,61906959,61906959,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",GuiLug.AnStEcL,Patrologia Latina,True,,Q386451
1596,11579,Eulogium ad Alexandrum III,Joannes Cornubiensis1127-1199 ,1127-1199,46793,1127.0,1199.0,False,Eulogium ad Alexandrum III,1127-1199,Joannes Cornubiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaCor.EuAdAlI,Patrologia Latina,True,"['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs', 'XML corrections by Jan Ctibor in 2023: div struncture corrected']",
1597,11580,Carmen de membris conspirantibus,Joannes Saresberiensisc.1120–1180 ,c.1120–1180,2518,1120.0,1180.0,False,Carmen de membris conspirantibus,c.1120–1180,Joannes Saresberiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaSar.CaDeMeC,Patrologia Latina,True,,
1598,11581,De VII septenis,Joannes Saresberiensisc.1120–1180 ,c.1120–1180,14596,1120.0,1180.0,False,De VII septenis,c.1120–1180,Joannes Saresberiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaSar.DeViSe,Patrologia Latina,True,,
1599,11582,Entheticus de dogmate philosophorum,Joannes Saresberiensisc.1120–1180 ,c.1120–1180,24792,1120.0,1180.0,False,Entheticus de dogmate philosophorum,c.1120–1180,Joannes Saresberiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaSar.EnDeDoP,Patrologia Latina,True,,
1600,11583,Epistolae,Joannes Saresberiensisc.1120–1180 ,c.1120–1180,289273,1120.0,1180.0,False,Epistolae,c.1120–1180,Joannes Saresberiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaSar.Episto326,Patrologia Latina,True,,
1601,11584,Metalogicus,Joannes Saresberiensisc.1120–1180 ,c.1120–1180,143686,1120.0,1180.0,False,Metalogicus,c.1120–1180,Joannes Saresberiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaSar.Metalo,Patrologia Latina,True,,
1602,11585,Polycraticus,Joannes Saresberiensisc.1120–1180 ,c.1120–1180,527724,1120.0,1180.0,False,Polycraticus,c.1120–1180,Joannes Saresberiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaSar.Polycr,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1603,11586,Vita S. Anselmi Cantuariensis,Joannes Saresberiensisc.1120–1180 ,c.1120–1180,24684,1120.0,1180.0,False,Vita S. Anselmi Cantuariensis,c.1120–1180,Joannes Saresberiensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",JoaSar.ViSAnCa,Patrologia Latina,True,,
1604,11587,Epistolae,Petrus S. Chrysogoni ,,3510,,,False,Epistolae,,Petrus S. Chrysogoni,47154556,47154556,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",PeSCh.Episto327,Patrologia Latina,True,,
1605,11588,Revelatio,Rogerus S. Evurtii Aurelianensis ,,1080,,,False,Revelatio,,Rogerus S. Evurtii Aurelianensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 199",RoSEvAu.Revela2,Patrologia Latina,True,,
1606,11589,Epistola et privilegia,Alexander IIIc.1103–1181 ,c.1103–1181,848684,1103.0,1181.0,False,Epistola et privilegia,c.1103–1181,Alexander III,88956811,88956811,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 200",AleIii.EpEtPr33,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1607,11590,Summaria epistolarum decretalium,Alexander IIIc.1103–1181 ,c.1103–1181,64529,1103.0,1181.0,False,Summaria epistolarum decretalium,c.1103–1181,Alexander III,88956811,88956811,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 200",AleIii.SuEpDe,Patrologia Latina,True,,
1608,11591,Epistola ad Fridericum imperatorem,Cardinales qui Alexandro adhaerebant ,,952,,,False,Epistola ad Fridericum imperatorem,,Cardinales qui Alexandro adhaerebant,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 200",CaQuAlA.EpAdFrI,Patrologia Latina,True,,
1609,11592,Litterae encyclicae,Cardinales qui Alexandro adhaerebant ,,4186,,,False,Litterae encyclicae,,Cardinales qui Alexandro adhaerebant,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 200",CaQuAlA.LitEnc,Patrologia Latina,True,,
1610,11593,Vita Alexandri III,Cardinalis de Aragonia ,,46118,,,False,Vita Alexandri III,,Cardinalis de Aragonia,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 200",CaDeAr.ViAlIi,Patrologia Latina,True,,
1611,11594,Epistolae Aimerici patriarcha Antiochenae,Aimericus Antiochenus; Terricus Templariorum ,,3946,,,False,Epistolae Aimerici patriarcha Antiochenae,,Aimericus Antiochenus; Terricus Templariorum,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",AiAnTeT.EpAiPaA,Patrologia Latina,True,,
1612,11595,Charta,Alanus Antissiodorensis1152-1167 ,1152-1167,884,1152.0,1167.0,False,Charta,1152-1167,Alanus Antissiodorensis,315947093,315947093,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",AlaAnt.Charta25,Patrologia Latina,True,,
1613,11596,Diplomata,Alanus Antissiodorensis1152-1167 ,1152-1167,1190,1152.0,1167.0,False,Diplomata,1152-1167,Alanus Antissiodorensis,315947093,315947093,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",AlaAnt.Diplom48,Patrologia Latina,True,,
1614,11597,Epistolae,Alanus Antissiodorensis1152-1167 ,1152-1167,1752,1152.0,1167.0,False,Epistolae,1152-1167,Alanus Antissiodorensis,315947093,315947093,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",AlaAnt.Episto329,Patrologia Latina,True,,
1615,11598,Testamentum,Alanus Antissiodorensis1152-1167 ,1152-1167,878,1152.0,1167.0,False,Testamentum,1152-1167,Alanus Antissiodorensis,315947093,315947093,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",AlaAnt.Testam16,Patrologia Latina,True,,
1616,11599,Carmina,Arnulfus Lexoviensis1110-1184 ,1110-1184,3318,1110.0,1184.0,False,Carmina,1110-1184,Arnulfus Lexoviensis,93259877,93259877,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",ArnLex.Carmin32,Patrologia Latina,True,,
1617,116,Oratio sub die suae passionis,Cyprianus Antiochenus ,,1796,,,False,Oratio sub die suae passionis,,Cyprianus Antiochenus,253773248,253773248,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 4",CypAnt.OrSuDiS,Patrologia Latina,True,,
1618,11600,Epistolae,Arnulfus Lexoviensis1110-1184 ,1110-1184,99924,1110.0,1184.0,False,Epistolae,1110-1184,Arnulfus Lexoviensis,93259877,93259877,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",ArnLex.Episto328,Patrologia Latina,True,,
1619,11601,Sermones,Arnulfus Lexoviensis1110-1184 ,1110-1184,15972,1110.0,1184.0,False,Sermones,1110-1184,Arnulfus Lexoviensis,93259877,93259877,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",ArnLex.Sermon47,Patrologia Latina,True,,
1620,11602,Tractatus de schismate orto post Honori II decessum,Arnulfus,fl. 1147,16486,1147.0,1147.0,False,Tractatus de schismate orto post Honori II decessum,fl. 1147,Arnulfus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",Arnulf.TrDeScO,Patrologia Latina,True,,
1621,11603,Continuata belli sacri historia,Auctor incertus ,,188419,,,False,Continuata belli sacri historia,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",AucInc.CoBeSaH,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1622,11604,Historia rerum gestarum in partibus transmarinis,Guillelmus Tyrensisc.1130–1186 ,c.1130–1186,764443,1130.0,1186.0,False,Historia rerum gestarum in partibus transmarinis,c.1130–1186,Guillelmus Tyrensis,262737778,262737778,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",GuiTyr.HiReGeI,Patrologia Latina,True,,
1623,11605,Decreta,Lucius III ,,428,,,False,Decreta,,Lucius III,85172410,85172410,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",LucIii.Decret15,Patrologia Latina,True,,
1624,11606,Epistolae et privilegia,Lucius III ,,211994,,,False,Epistolae et privilegia,,Lucius III,85172410,85172410,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",LucIii.EpEtPr34,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1625,11607,Epistolae B. Petri,Petrus Claraevallensis ,,7422,,,False,Epistolae B. Petri,,Petrus Claraevallensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 201",PetCla.EpBPe,Patrologia Latina,True,,
1626,11608,Aliud chronicon S. Michaelis,Auctor incertus ,,1430,,,False,Aliud chronicon S. Michaelis,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",AucInc.AlChSMi,Patrologia Latina,True,,
1627,11609,Chronicon S. Michaelis,Auctor incertus ,,2322,,,False,Chronicon S. Michaelis,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",AucInc.ChSMi,Patrologia Latina,True,,
1628,11610,De abbatibus Montis S. Michaelis,Auctor incertus ,,3430,,,False,De abbatibus Montis S. Michaelis,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",AucInc.DeAbMoS,Patrologia Latina,True,,
1629,11611,Testimonia veterum,Auctores varii ,,488,,,False,Testimonia veterum,,Auctores varii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",AucVar.TesVet11,Patrologia Latina,True,,
1630,11612,Epistolae,Gilbertus Foliot; Auctores varii ,,82,,,False,Epistolae,,Gilbertus Foliot; Auctores varii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",GiFoAuV.Episto331,Patrologia Latina,True,,
1631,11613,Expositio in Cantica canticorum,Gilbertus Foliotc.1110–1187 ,c.1110–1187,209818,1110.0,1187.0,False,,,,,,,,,,,,,,,,
1632,11614,Praefatio in suam collectionem homiliarum,Gilbertus Foliotc.1110–1187 ,c.1110–1187,764,1110.0,1187.0,False,Praefatio in suam collectionem homiliarum,c.1110–1187,Gilbertus Foliot,79147743,79147743,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",GilFol.PrInSuC2,Patrologia Latina,True,,
1633,11615,Epistolae et privilegia,Gregorius VIII ,,19220,,,False,Epistolae et privilegia,,Gregorius VIII,16753945,16753945,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",GreVii.EpEtPr36,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1634,11616,Epistola ad Gregorium VIII,Guido Senonensis ,,806,,,False,Epistola ad Gregorium VIII,,Guido Senonensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",GuiSen.EpAdGrV2,Patrologia Latina,True,,
1635,11617,De anima corpore exuta,Hugo Eterianus1177-1180 ,1177-1180,70955,1177.0,1180.0,False,De anima corpore exuta,1177-1180,Hugo Eterianus,49529444,49529444,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",HugEte.DeAnCoE,Patrologia Latina,True,,
1636,11618,De haeresibus Graecorum,Hugo Eterianus1177-1180 ,1177-1180,203254,1177.0,1180.0,False,De haeresibus Graecorum,1177-1180,Hugo Eterianus,49529444,49529444,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",HugEte.DeHaGr,Patrologia Latina,True,,
1637,11619,Rationale divinorum officiorum,Joannes Belethus1182-1190 ,1182-1190,187026,1182.0,1190.0,False,Rationale divinorum officiorum,1182-1190,Joannes Belethus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",JoaBel.RaDiOf,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1638,11620,De conscientia,Petrus Cellensisc.1115-1183 ,c.1115-1183,9942,1115.0,1183.0,False,De conscientia,c.1115-1183,Petrus Cellensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",PetCel.DeCon6,Patrologia Latina,True,,
1639,11621,De panibus,Petrus Cellensisc.1115-1183 ,c.1115-1183,95246,1115.0,1183.0,False,De panibus,c.1115-1183,Petrus Cellensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",PetCel.DePan,Patrologia Latina,True,,
1640,11622,Epistola ad Joannem Saresberiensem,Petrus Cellensisc.1115-1183 ,c.1115-1183,1406,1115.0,1183.0,False,Epistola ad Joannem Saresberiensem,c.1115-1183,Petrus Cellensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",PetCel.EpAdJoS,Patrologia Latina,True,,
1641,11623,Epistolae,Petrus Cellensisc.1115-1183 ,c.1115-1183,167378,1115.0,1183.0,False,Epistolae,c.1115-1183,Petrus Cellensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",PetCel.Episto330,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1642,11624,Mystica et moralis expositio Mosaici tabernaculi,Petrus Cellensisc.1115-1183 ,c.1115-1183,29802,1115.0,1183.0,False,Mystica et moralis expositio Mosaici tabernaculi,c.1115-1183,Petrus Cellensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",PetCel.MyEtMoE,Patrologia Latina,True,,
1643,11625,Sermones,Petrus Cellensisc.1115-1183 ,c.1115-1183,235250,1115.0,1183.0,False,Sermones,c.1115-1183,Petrus Cellensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",PetCel.Sermon48,Patrologia Latina,True,,
1644,11626,Tractatus de disciplina claustrali,Petrus Cellensisc.1115-1183 ,c.1115-1183,58504,1115.0,1183.0,False,Tractatus de disciplina claustrali,c.1115-1183,Petrus Cellensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",PetCel.TrDeDiC,Patrologia Latina,True,,
1645,11627,Epistola ad Gervasium S. Serenici,Robertus de Torinneio1149-1186 ,1149-1186,620,1149.0,1186.0,False,Epistola ad Gervasium S. Serenici,1149-1186,Robertus de Torinneio,51662293,51662293,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",RoDeTo.EpAdGeS,Patrologia Latina,True,,Q281966
1646,11628,"Patrologia Latina, vol. 202",Robertus de Torinneio1149-1186 ,1149-1186,530,1149.0,1186.0,False,Prologus in abbreviationem expositionis epistolarum apostoli secundum Augustinum,1149-1186,Robertus de Torinneio,51662293,51662293,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",RoDeTo.PrInAbE,,True,,Q281966
1647,11629,Tractatus de immutatione ordinis monachorum,Robertus de Torinneio1149-1186 ,1149-1186,9133,1149.0,1186.0,False,Tractatus de immutatione ordinis monachorum,1149-1186,Robertus de Torinneio,51662293,51662293,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",RoDeTo.TrDeImO,Patrologia Latina,True,,Q281966
1648,11630,Epistolae et privilegia,Urbanus III ,,139158,,,False,Epistolae et privilegia,,Urbanus III,85184598,85184598,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",UrbIii.EpEtPr35,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1649,11631,Carmina varia,Philippus de Harveng,1100-1183,3042,1100.0,1183.0,False,Carmina varia,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.CarVar4,Patrologia Latina,True,,
1650,11632,Commentaria in Cantica canticorum,Philippus de Harveng,1100-1183,375844,1100.0,1183.0,False,Commentaria in Cantica canticorum,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.CoInCaC10,Patrologia Latina,True,,
1651,11633,De damnatione Salomonis,Philippus de Harveng,1100-1183,36292,1100.0,1183.0,False,De damnatione Salomonis,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.DeDaSa,Patrologia Latina,True,,
1652,11634,De institutione clericorum,Philippus de Harveng,1100-1183,655824,1100.0,1183.0,False,De institutione clericorum,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.DeInCl,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1653,11635,De salute primi hominis,Philippus de Harveng,1100-1183,24980,1100.0,1183.0,False,De salute primi hominis,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.DeSaPrH,Patrologia Latina,True,,
1654,11636,De somnio regis Nabuchodonosor,Philippus de Harveng,1100-1183,6406,1100.0,1183.0,False,De somnio regis Nabuchodonosor,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.DeSoReN,Patrologia Latina,True,,
1655,11637,Epistolae,Philippus de Harveng,1100-1183,145860,1100.0,1183.0,False,Epistolae,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.Episto332,Patrologia Latina,True,,
1656,11638,Moralitates in Cantica canticorum,Philippus de Harveng,1100-1183,82426,1100.0,1183.0,False,Moralitates in Cantica canticorum,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.MoInCaC,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1657,11639,Passio S. Agnetis,Philippus de Harveng,1100-1183,3858,1100.0,1183.0,False,Passio S. Agnetis,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.PaSAg2,Patrologia Latina,True,,
1658,11640,Passio S. Salvii,Philippus de Harveng,1100-1183,15145,1100.0,1183.0,False,Passio S. Salvii,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.PaSSa,Patrologia Latina,True,,
1659,11641,Passio SS. Cyrici et Julitae,Philippus de Harveng,1100-1183,8604,1100.0,1183.0,False,Passio SS. Cyrici et Julitae,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.PaSsCyE,Patrologia Latina,True,,
1660,11642,Vita B. Gisleni confessoris,Philippus de Harveng,1100-1183,9120,1100.0,1183.0,False,Vita B. Gisleni confessoris,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.ViBGiCo,Patrologia Latina,True,,
1661,11643,Vita B. Landelini confessoris,Philippus de Harveng,1100-1183,7112,1100.0,1183.0,False,Vita B. Landelini confessoris,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.ViBLaCo,Patrologia Latina,True,,
1662,11644,Vita B. Odae virginis,Philippus de Harveng,1100-1183,12442,1100.0,1183.0,False,Vita B. Odae virginis,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.ViBOdVi,Patrologia Latina,True,,
1663,11645,Vita S. Augustini,Philippus de Harveng,1100-1183,22720,1100.0,1183.0,False,Vita S. Augustini,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.ViSAu5,Patrologia Latina,True,,
1664,11646,Vita S. Foillani,Philippus de Harveng,1100-1183,9722,1100.0,1183.0,False,Vita S. Foillani,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.ViSFo,Patrologia Latina,True,,
1665,11647,Vita S. Waldetrudis,Philippus de Harveng,1100-1183,8664,1100.0,1183.0,False,Vita S. Waldetrudis,1100-1183,Philippus de Harveng,297756855,297756855,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 203",PhDeHa.ViSWa3,Patrologia Latina,True,,
1666,11648,Annales,Auctor incertus ,,7613,,,False,Annales,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",AucInc.Annale6,Patrologia Latina,True,,
1667,11649,De commendatione fidei,Balduinus Cantuariensisc.1120-1190 ,c.1120-1190,59270,1120.0,1190.0,False,De commendatione fidei,c.1120-1190,Balduinus Cantuariensis,95219820,95219820,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",BalCan.DeCoFi,Patrologia Latina,True,,
1668,11650,De sacramento altaris,Balduinus Cantuariensisc.1120-1190 ,c.1120-1190,115280,1120.0,1190.0,False,De sacramento altaris,c.1120-1190,Balduinus Cantuariensis,95219820,95219820,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",BalCan.DeSaAl5,Patrologia Latina,True,,
1669,11651,Tractatus diversi,Balduinus Cantuariensisc.1120-1190 ,c.1120-1190,144274,1120.0,1190.0,False,Tractatus diversi,c.1120-1190,Balduinus Cantuariensis,95219820,95219820,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",BalCan.TraDiv,Patrologia Latina,True,,
1670,11652,Adversus Waldensium sectam,Bernardus Fontis Calidi,fl. 1190,58545,1190.0,1190.0,False,Adversus Waldensium sectam,fl. 1190,Bernardus Fontis Calidi,2823603,2823603,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",BeFoCa.AdWaSe,Patrologia Latina,True,,
1671,11653,Vita haereticorum,Bonacursus ,,20424,,,False,Vita haereticorum,,Bonacursus,66898117,66898117,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",Bonacu.VitHae,Patrologia Latina,True,,
1672,11654,Decreta,Clemens III ,,18692,,,False,Decreta,,Clemens III,265031709,265031709,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",CleIii.Decret16,Patrologia Latina,True,,
1673,11655,Epistolae et privilegia,Clemens III ,,140356,,,False,Epistolae et privilegia,,Clemens III,265031709,265031709,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",CleIii.EpEtPr37,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
1674,11656,Continuatio,Continuator Laurentii ,,12455,,,False,Continuatio,,Continuator Laurentii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",ConLau.Contin,Patrologia Latina,True,,
1675,11657,Contra Waldenses,Ermengaudus,fl. 1192,30182,1192.0,1192.0,False,Contra Waldenses,fl. 1192,Ermengaudus,185033236,185033236,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 204",Ermeng.ConWal,Patrologia Latina,True,,
